skim_type,skim_variable,Metadata_dataset,n_missing,complete_rate,character.min,character.max,character.empty,character.n_unique,character.whitespace,sample_values,n_values
character,x_preferredgenename,LUAD-BBBC041-Caicedo,72,0.9829867674858223,3,552,0,112,0,"11S regulator complex beta subunit|11S regulator complex subunit beta|MCP activator, 31-kD subunit|REG-beta|activator of multicatalytic protease subunit 2|cell migration-inducing protein 22|proteasome activator 28 subunit beta|proteasome activator 28-beta|proteasome activator complex subunit 2|proteasome activator hPA28 subunit beta,94 kDa B-raf protein|B-Raf proto-oncogene serine/threonine-protein kinase (p94)|murine sarcoma viral (v-raf) oncogene homolog B1|proto-oncogene B-Raf|serine/threonine-protein kinase B-raf|v-raf murine sarcoma viral oncogene homolog B|v-raf murine sarcoma viral oncogene homolog B1,beta-ETF|electron transfer flavoprotein beta subunit|electron transfer flavoprotein beta-subunit|electron transfer flavoprotein subunit beta|electron transfer flavoprotein, beta polypeptide|electron-transferring-flavoprotein, beta polypeptide,Down syndrome critical region gene 2|Down syndrome critical region protein 2|chromosome 21 leucine-rich protein|leucine rich protein C21-LRP|proteasome assembling chaperone 1|proteasome assembly chaperone 1,Duffy blood group antigen|Duffy blood group, atypical chemokine receptor|Duffy blood group, chemokine receptor|Fy glycoprotein|atypical chemokine receptor 1|glycoprotein D|plasmodium vivax receptor,E4 promoter-binding protein 4|interleukin-3 promoter transcriptional activator|interleukin-3-binding protein 1|nuclear factor interleukin 3 regulated protein|nuclear factor interleukin-3-regulated protein|transcriptional activator NF-IL3A,GA binding protein transcription factor beta subunit 1 transcript variant gamma-2|GA-binding protein subunit beta-1|GABP subunit beta-2|GABPB-1|nuclear respiratory factor 2|transcription factor E4TF1-47|transcription factor E4TF1-53,integral membrane protein GPR137B|transmembrane 7 superfamily member 1 (upregulated in kidney)|transmembrane 7 superfamily member 1 protein,NADP(+)-specific ICDH|isocitrate dehydrogenase [NADP], mitochondrial|oxalosuccinate decarboxylase,TFIIA p12 subunit|TFIIA-12|TFIIA-gamma|TFIIAS|general transcription factor IIA subunit 2|transcription initiation factor IIA gamma chain|transcription initiation factor IIA subunit 2",113
character,x_protein_match,LUAD-BBBC041-Caicedo,0,1,1,7,0,64,0,"100,26.7,31.4,35.8,43.9,60.7,76.4,85.4,98.2,99.3",64
character,x_transcriptdb,LUAD-BBBC041-Caicedo,8,0.998109640831758,4,41,0,455,0,"NM_001126112.2:c.463A>C,NM_001126112.2:c.745A>G,NM_001126112.2:c.839G>T,NM_003504.4,NM_003629.3:c.1222A>C,NM_004333.4:c.1720C>A,NM_005228.3:c.2763C>A,NM_005402.3,NM_006912.5:c.574G>A,NM_152457.1:c.61G>C",456
character,zmad_ref,LUAD-BBBC041-Caicedo,0,1,10,10,0,1,0,population,1
character,zmad_ref_well,LUAD-BBBC041-Caicedo,0,1,3,3,0,1,0,all,1
character,pert_id,TA-ORF-BBBC037-Rohban,0,1,4,14,0,328,0,"BRDN0000401549,BRDN0000403506,BRDN0000405675,BRDN0000405982,BRDN0000408905,BRDN0000464854,BRDN0000464910,BRDN0000464927,BRDN0000464930,BRDN0000464936",328
character,pert_dose,TA-ORF-BBBC037-Rohban,0,1,1,1,0,2,0,"0,1",2
character,det_plate,TA-ORF-BBBC037-Rohban,0,1,24,27,0,2,0,"TA.OE005_U2OS_72H_X1_B15,TA.OE005_U2OS_72H_X2.A2_B18",2
character,bead_batch,TA-ORF-BBBC037-Rohban,0,1,3,3,0,2,0,"b15,b18",2
character,bead_revision,TA-ORF-BBBC037-Rohban,0,1,2,2,0,1,0,r2,1
character,bead_set,TA-ORF-BBBC037-Rohban,0,1,9,9,0,1,0,"dp52,dp53",1
character,cell_id,TA-ORF-BBBC037-Rohban,0,1,4,4,0,1,0,U2OS,1
character,count_cv,TA-ORF-BBBC037-Rohban,0,1,2,2,0,11,0,"15,16,17,18,19,20,21,22,23,24",11
character,count_mean,TA-ORF-BBBC037-Rohban,0,1,2,2,0,37,0,"28,40,48,50,58,59,67,70,72,75",37
character,det_mode,TA-ORF-BBBC037-Rohban,0,1,3,3,0,1,0,duo,1
character,det_well,TA-ORF-BBBC037-Rohban,0,1,3,3,0,379,0,"C12,D16,D24,F14,F24,G23,I02,M15,N21,P14",379
character,inf_model,TA-ORF-BBBC037-Rohban,0,1,6,6,0,1,0,mlr12k,1
character,mfc_plate_name,TA-ORF-BBBC037-Rohban,0,1,16,16,0,1,0,DOA60.61.62.63.A,1
character,pert_dose_unit,TA-ORF-BBBC037-Rohban,0,1,2,2,0,1,0,ul,1
character,pert_id_vendor,TA-ORF-BBBC037-Rohban,0,1,4,4,0,1,0,-666,1
character,pert_idose,TA-ORF-BBBC037-Rohban,0,1,6,6,0,2,0,"0.0 ul,1.0 ul",2
character,pert_itime,TA-ORF-BBBC037-Rohban,0,1,4,4,0,1,0,72 h,1
character,pert_mfc_desc,TA-ORF-BBBC037-Rohban,0,1,2,10,0,193,0,"AKT2,E2F1,HIF1A,MAP2K4,NFKBIE,NOTCH2,PER1,PIK3R1,RICTOR,TGFBR1",193
character,pert_mfc_id,TA-ORF-BBBC037-Rohban,0,1,14,14,0,328,0,"BRDN0000400801,BRDN0000404857,BRDN0000405675,BRDN0000406648,BRDN0000412231,BRDN0000459828,BRDN0000464884,BRDN0000464932,BRDN0000464960,BRDN0000464980",328
character,pert_time,TA-ORF-BBBC037-Rohban,0,1,2,2,0,1,0,72,1
character,pert_time_unit,TA-ORF-BBBC037-Rohban,0,1,1,1,0,1,0,h,1
character,pert_vehicle,TA-ORF-BBBC037-Rohban,0,1,4,6,0,3,0,"-666,pLX304,PLX304",3
character,pool_id,TA-ORF-BBBC037-Rohban,0,1,7,7,0,1,0,epsilon,1
character,provenance_code,TA-ORF-BBBC037-Rohban,0,1,19,19,0,1,0,KMV+F2D+INO+QNO+ZSP,1
character,qc_f_logp,TA-ORF-BBBC037-Rohban,0,1,3,3,0,41,0,"5.0,5.6,6.1,6.3,6.6,6.8,6.9,7.4,7.5,7.9",41
character,qc_iqr,TA-ORF-BBBC037-Rohban,0,1,3,5,0,362,0,"10.8,11.48,11.89,12.06,12.78,12.96,14.58,9.1,9.58,9.95",362
character,qc_slope,TA-ORF-BBBC037-Rohban,0,1,2,2,0,12,0,"58,61,62,63,64,65,66,67,68,69",12
character,rna_plate,TA-ORF-BBBC037-Rohban,0,1,20,23,0,2,0,"TA.OE005_U2OS_72H_X1,TA.OE005_U2OS_72H_X2.A2",2
character,rna_well,TA-ORF-BBBC037-Rohban,0,1,3,3,0,379,0,"D03,E05,E13,F02,G23,I07,M06,M20,O21,P23",379
character,id,TA-ORF-BBBC037-Rohban,0,1,28,31,0,729,0,"TA.OE005_U2OS_72H_X1_B15:B19,TA.OE005_U2OS_72H_X1_B15:E05,TA.OE005_U2OS_72H_X1_B15:J06,TA.OE005_U2OS_72H_X1_B15:L07,TA.OE005_U2OS_72H_X1_B15:L23,TA.OE005_U2OS_72H_X1_B15:N10,TA.OE005_U2OS_72H_X1_B15:P21,TA.OE005_U2OS_72H_X2.A2_B18:N04,TA.OE005_U2OS_72H_X2.A2_B18:N18,TA.OE005_U2OS_72H_X2.A2_B18:N20",729
character,mfc_plate_dim,TA-ORF-BBBC037-Rohban,0,1,3,3,0,1,0,384,1
character,mfc_plate_id,TA-ORF-BBBC037-Rohban,0,1,14,14,0,1,0,TRCP0004010933,1
character,mfc_plate_quad,TA-ORF-BBBC037-Rohban,0,1,1,1,0,1,0,1,1
character,mfc_plate_well,TA-ORF-BBBC037-Rohban,0,1,3,3,0,379,0,"A09,B06,D07,F19,F23,H24,K04,M13,O02,P14",379
character,pert_iname,TA-ORF-BBBC037-Rohban,0,1,5,14,0,328,0,"BRDN0000399731,BRDN0000404582,BRDN0000409274,BRDN0000409943,BRDN0000459418,BRDN0000459704,BRDN0000461648,BRDN0000464873,BRDN0000464904,BRDN0000464926",328
character,pert_type,TA-ORF-BBBC037-Rohban,0,1,6,10,0,3,0,"ctl_untrt,ctl_vector,trt_oe",3
character,pert_univ_id,TA-ORF-BBBC037-Rohban,0,1,2,6,0,189,0,"1147,208,2081,4090,5566,595,6009,7048,7186,7494",189
character,zmad_ref,TA-ORF-BBBC037-Rohban,0,1,10,10,0,1,0,population,1
character,zmad_ref_well,TA-ORF-BBBC037-Rohban,0,1,3,3,0,1,0,all,1
character,x_genesymbol_mutation,TA-ORF-BBBC037-Rohban,0,1,2,26,0,226,0,"AKT1S1,CDC42_Q61L,CXXC4,DDIT4,DLL1,PRKCA,PRKCA_del1-325,SLIRP,STAT3_C_C,XBP1",226
